می‌ساختند	V$ساخت+MI IND PAST 3PL
می‌ساختندش	V$ساخت+MI IND PAST 3PL PRO3SG
می‌ساختی	V$ساخت+MI IND PAST 2SG#MI SUB IRRP 3SG
می‌ساختیم	V$ساخت+MI IND PAST 1PL
می‌ساز	V$ساخت+MI IMP 2SG
می‌سازد	V$ساخت+MI IND PRES 3SG
می‌سازدم	V$ساخت+MI IND PRES 3SG PRO1SG
می‌سازم	V$ساخت+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌سازمت	V$ساخت+MI IND PRES 1SG PRO2SG
می‌سازند	V$ساخت+MI IND PRES 3PL
می‌سازی	V$ساخت+MI IND PRES 2SG
می‌سازیم	V$ساخت+MI IND PRES 1PL
می‌ساید	V$سود+MI IMP 2PL#MI IND PRES 2PL#MI IND PRES 3SG
می‌سایی	V$سود+MI SUB IRR 2SG#MI IND PRES 2SG
می‌ستان	V$ستد+MI IMP 2SG*استانید+MI IMP 2SG*ستاند+MI IMP 2SG*استد+MI IMP 2SG*استاند+MI IMP 2SG
می‌ستاند	V$استاند+MI IND PRES 3SG#MI IND PAST 3SG*ستد+MI IND PRES 3SG*استد+MI IND PRES 3SG*ستود+MI IND PRES 3PL*بود+MI SUB PRES 3PL*استید+MI SUB PRES 3PL*ستاند+MI IND PRES 3SG#MI IND PAST 3SG*استانید+MI IND PRES 3SG
می‌ستانم	V$ستد+MI IND PRES 1SG#MI IMP 2SG PRO1SG*استانید+MI IND PRES 1SG#MI IMP 2SG PRO1SG*ستاند+MI IND PRES 1SG#MI IMP 2SG PRO1SG*استد+MI IND PRES 1SG#MI IMP 2SG PRO1SG*استاند+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌ستانند	V$ستد+MI IND PRES 3PL*استانید+MI IND PRES 3PL*ستاند+MI IND PRES 3PL*استد+MI IND PRES 3PL*استاند+MI IND PRES 3PL
می‌ستانی	V$ستد+MI IND PRES 2SG*استانید+MI IND PRES 2SG*ستاند+MI IND PRES 2SG*استد+MI IND PRES 2SG*استاند+MI IND PRES 2SG
می‌ستایند	V$ستود+MI IND PRES 3PL
می‌ستایندش	V$ستود+MI IND PRES 3PL PRO3SG
می‌ستد	V$بود+MI IND PRES 3SG*استید+MI IND PRES 3SG*ستد+MI IND PAST 3SG*استد+MI IND PAST 3SG
می‌سترد	V$سترد+MI IND PRES 3SG#MI IND PAST 3SG*استرد+MI IND PRES 3SG#MI IND PAST 3SG
می‌ستردست	V$سترد+MI IND 3SG PERF*استرد+MI IND 3SG PERF
می‌ستود	V$ستود+MI IND PAST 3SG
می‌ستودش	V$ستود+MI IND PAST 3SG PRO3SG
می‌ستودم	V$ستود+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG
می‌ستودند	V$ستود+MI IND PAST 3PL
می‌ستودندش	V$ستود+MI IND PAST 3PL PRO3SG
می‌ستیزد	V$ستیزید+MI IND PRES 3SG
می‌ستیزم	V$ستیزید+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌ستیزی	V$ستیزید+MI IND PRES 2SG
می‌سرا	V$سرایید+MI IMP 2SG*سرود+MI IMP 2SG
می‌سراید	V$سرایید+MI IMP 2PL#MI IND PRES 2PL#MI IND PRES 3SG*سرود+MI IMP 2PL#MI IND PRES 2PL#MI IND PRES 3SG
می‌سرایم	V$سرایید+MI IND PRES 1SG#MI IMP 2SG PRO1SG#MI IND PRES 1PL*سرود+MI IND PRES 1SG#MI IMP 2SG PRO1SG#MI IND PRES 1PL
می‌سرایند	V$سرایید+MI IND PRES 3PL*سرود+MI IND PRES 3PL
می‌سرایندش	V$سرایید+MI IND PRES 3PL PRO3SG*سرود+MI IND PRES 3PL PRO3SG
می‌سرایی	V$سرایید+MI SUB IRR 2SG#MI IND PRES 2SG*سرود+MI SUB IRR 2SG#MI IND PRES 2SG
می‌سرود	V$سرود+MI IND PAST 3SG
می‌سرودند	V$سرود+MI IND PAST 3PL
می‌سزید	V$سزید+MI IND PAST 3SG
می‌سفت	V$سفت+MI IND PAST 3SG
می‌سفتم	V$سفت+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG
می‌سنج	V$سنجید+MI IMP 2SG
می‌سنجد	V$سنجید+MI IND PRES 3SG
می‌سنجدش	V$سنجید+MI IND PRES 3SG PRO3SG
می‌سنجند	V$سنجید+MI IND PRES 3PL
می‌سنجی	V$سنجید+MI IND PRES 2SG
می‌سنجید	V$سنجید+MI IMP 2PL#MI IND PRES 2PL#MI IND PAST 3SG
می‌سنجیدم	V$سنجید+MI IND PAST 1SG#MI IND PRES 2PL PRO1SG#MI IMP 2PL PRO1SG#MI IND PAST 3SG PRO1SG
می‌سوخت	V$سوخت+MI IND PAST 3SG
می‌سوختش	V$سوخت+MI IND PAST 3SG PRO3SG
می‌سوختم	V$سوخت+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG
می‌سوختمی	V$سوخت+MI SUB IRRP 1SG
می‌سوختند	V$سوخت+MI IND PAST 3PL
می‌سوختی	V$سوخت+MI IND PAST 2SG#MI SUB IRRP 3SG
می‌سوختیم	V$سوخت+MI IND PAST 1PL
می‌سود	V$سود+MI IND PAST 3SG
می‌سودم	V$سود+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG
می‌سوز	V$سوخت+MI IMP 2SG
می‌سوزاندت	V$سوخت+MI SUB PRES 3PL PRO2SG*سوزاند+MI IND PAST 3SG PRO2SG#MI IND PRES 3SG PRO2SG
می‌سوزد	V$سوخت+MI IND PRES 3SG
می‌سوزدت	V$سوخت+MI IND PRES 3SG PRO2SG
می‌سوزدم	V$سوخت+MI IND PRES 3SG PRO1SG
می‌سوزم	V$سوخت+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌سوزند	V$سوخت+MI IND PRES 3PL
می‌سوزی	V$سوخت+MI IND PRES 2SG
می‌سوزید	V$سوخت+MI IMP 2PL#MI IND PRES 2PL
می‌سوزیم	V$سوخت+MI IND PRES 1PL
می‌سپار	V$سپارد+MI IMP 2SG*اسپارد+MI IMP 2SG*سپرد+MI IMP 2SG
می‌سپارد	V$سپارد+MI IND PRES 3SG#MI IND PAST 3SG*اسپارد+MI IND PRES 3SG#MI IND PAST 3SG*سپرد+MI IND PRES 3SG
می‌سپارم	V$سپارد+MI IND PRES 1SG#MI IMP 2SG PRO1SG*اسپارد+MI IND PRES 1SG#MI IMP 2SG PRO1SG*سپرد+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌سپارمت	V$سپارد+MI IND PRES 1SG PRO2SG*اسپارد+MI IND PRES 1SG PRO2SG*سپرد+MI IND PRES 1SG PRO2SG
می‌سپاری	V$سپارد+MI IND PRES 2SG*اسپارد+MI IND PRES 2SG*سپرد+MI IND PRES 2SG
می‌سپرد	V$اسپرد+MI IND PRES 3SG#MI IND PAST 3SG*سپرد+MI IND PRES 3SG#MI IND PAST 3SG
می‌سپردست	V$اسپرد+MI IND 3SG PERF*سپرد+MI IND 3SG PERF
می‌سپردم	V$اسپرد+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG#MI IND PRES 3SG PRO1SG*سپرد+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG#MI IND PRES 3SG PRO1SG
می‌سپرم	V$اسپرد+MI IND PRES 1SG#MI IMP 2SG PRO1SG*سپرد+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌سپری	V$اسپرد+MI IND PRES 2SG*سپرد+MI IND PRES 2SG
می‌سپوزندش	V$سپوخت+MI IND PRES 3PL PRO3SG
می‌شاند	V$شایست+MI IND PRES 3PL
می‌شاید	V$شایست+MI IMP 2PL#MI IND PRES 2PL#MI IMP 2SG#MI IND PRES 3SG
می‌شایدم	V$شایست+MI IND PRES 1SG#MI IMP 2SG PRO1SG#MI IND PRES 2PL PRO1SG#MI IMP 2PL PRO1SG#MI IND PRES 3SG PRO1SG
می‌شایست	V$شایست+MI IND PAST 3SG
می‌شایی	V$شایست+MI SUB IRR 2SG#MI IND PRES 2SG
می‌شتاب	V$شتافت+MI IMP 2SG
می‌شتابد	V$شتافت+MI IND PRES 3SG
می‌شتابم	V$شتافت+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌شتابی	V$شتافت+MI IND PRES 2SG
می‌شتابیدم	V$شتافت+MI IND PRES 2PL PRO1SG#MI IMP 2PL PRO1SG
می‌شتافت	V$شتافت+MI IND PAST 3SG
می‌شتافتم	V$شتافت+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG
می‌شد	V$شد+MI IND PAST 3SG
می‌شدش	V$شد+MI IND PAST 3SG PRO3SG
می‌شدم	V$شد+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG
می‌شدند	V$شد+MI IND PAST 3PL
می‌شدندی	V$شد+MI SUB IRRP 3PL
می‌شدی	V$شد+MI IND PAST 2SG#MI SUB IRRP 3SG
می‌شدید	V$شد+MI IND PAST 2PL
می‌شدیم	V$شد+MI IND PAST 1PL
می‌شست	V$شست+MI IND PAST 3SG
می‌شستم	V$شست+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG
می‌شستند	V$شست+MI IND PAST 3PL
می‌شمار	V$شمارد+MI IMP 2SG*شمرد+MI IMP 2SG
می‌شمارد	V$شمارد+MI IND PRES 3SG#MI IND PAST 3SG*شمرد+MI IND PRES 3SG
می‌شمارم	V$شمارد+MI IND PRES 1SG#MI IMP 2SG PRO1SG*شمرد+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌شمارند	V$شمارد+MI IND PRES 3PL*شمرد+MI IND PRES 3PL
می‌شماری	V$شمارد+MI IND PRES 2SG*شمرد+MI IND PRES 2SG
می‌شمارید	V$شمارد+MI IMP 2PL#MI IND PRES 2PL*شمرد+MI IMP 2PL#MI IND PRES 2PL
می‌شمر	V$شمرد+MI IMP 2SG
می‌شمرد	V$شمرد+MI IND PRES 3SG#MI IND PAST 3SG
می‌شمردم	V$شمرد+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG#MI IND PRES 3SG PRO1SG
می‌شمردیم	V$شمرد+MI IND PAST 1PL
می‌شمرم	V$شمرد+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌شمرند	V$شمرد+MI IND PRES 3PL
می‌شمری	V$شمرد+MI IND PRES 2SG
می‌شمریم	V$شمرد+MI IND PRES 1PL
می‌شناخت	V$شناخت+MI IND PAST 3SG*اشناخت+MI IND PAST 3SG
می‌شناسد	V$شناخت+MI IND PRES 3SG*اشناخت+MI IND PRES 3SG
می‌شناسم	V$شناخت+MI IND PRES 1SG#MI IMP 2SG PRO1SG*اشناخت+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌شناسند	V$شناخت+MI IND PRES 3PL*اشناخت+MI IND PRES 3PL
می‌شناسی	V$شناخت+MI IND PRES 2SG*اشناخت+MI IND PRES 2SG
می‌شنو	V$شنفت+MI IMP 2SG*شنید+MI IMP 2SG*اشنید+MI IMP 2SG*اشنود+MI IMP 2SG
می‌شنود	V$شنفت+MI IND PRES 3SG*شنید+MI IND PRES 3SG*اشنید+MI IND PRES 3SG*اشنود+MI IND PRES 3SG#MI IND PAST 3SG
می‌شنودم	V$شنفت+MI IND PRES 3SG PRO1SG*شنید+MI IND PRES 3SG PRO1SG*اشنید+MI IND PRES 3SG PRO1SG*اشنود+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG#MI IND PRES 3SG PRO1SG
می‌شنوم	V$شنفت+MI IND PRES 1SG*شنید+MI IND PRES 1SG*اشنید+MI IND PRES 1SG*اشنود+MI IND PRES 1SG
می‌شنوند	V$شنفت+MI IND PRES 3PL*شنید+MI IND PRES 3PL*اشنید+MI IND PRES 3PL*اشنود+MI IND PRES 3PL
می‌شنوی	V$شنفت+MI IND PRES 2SG*شنید+MI IND PRES 2SG*اشنید+MI IMP 2SG#MI IND PRES 2SG*اشنود+MI IMP 2SG#MI IND PRES 2SG
می‌شنویم	V$شنفت+MI IMP 2SG PRO1SG#MI IND PRES 1PL*شنید+MI IMP 2SG PRO1SG#MI IND PRES 1PL*اشنید+MI IND PRES 1SG#MI IMP 2SG PRO1SG#MI IND PRES 1PL*اشنود+MI IND PRES 1SG#MI IMP 2SG PRO1SG#MI IND PRES 1PL
می‌شنید	V$شنید+MI IND PAST 3SG*اشنید+MI IND PAST 3SG
می‌شنیدم	V$شنید+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG*اشنید+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG
می‌شنیدند	V$شنید+MI IND PAST 3PL*اشنید+MI IND PAST 3PL
می‌شنیدی	V$شنید+MI IND PAST 2SG#MI SUB IRRP 3SG*اشنید+MI IND PAST 2SG#MI SUB IRRP 3SG
می‌شو	V$شد+MI IMP 2SG*شست+MI IMP 2SG
می‌شود	V$شد+MI IND PRES 3SG*شست+MI IND PRES 3SG
می‌شودش	V$شد+MI IND PRES 3SG PRO3SG*شست+MI IND PRES 3SG PRO3SG
می‌شودم	V$شد+MI IND PRES 3SG PRO1SG*شست+MI IND PRES 3SG PRO1SG
می‌شورد	V$شست+MI IND PRES 3SG*شورید+MI IND PRES 3SG
می‌شوری	V$شست+MI IND PRES 2SG*شورید+MI IND PRES 2SG
می‌شورید	V$شست+MI IMP 2PL#MI IND PRES 2PL*شورید+MI IMP 2PL#MI IND PRES 2PL#MI IND PAST 3SG
می‌شوم	V$شد+MI IND PRES 1SG*شست+MI IND PRES 1SG
می‌شوند	V$شد+MI IND PRES 3PL*شست+MI IND PRES 3PL
می‌شوی	V$شد+MI IND PRES 2SG*شست+MI IMP 2SG#MI IND PRES 2SG
می‌شوید	V$شد+MI IMP 2PL#MI IND PRES 2PL*شست+MI IMP 2PL#MI IND PRES 2PL#MI IND PRES 3SG
می‌شویدت	V$شد+MI IND PRES 2PL PRO2SG#MI IMP 2PL PRO2SG*شست+MI IND PRES 2PL PRO2SG#MI IND PRES 3SG PRO2SG#MI IMP 2PL PRO2SG
می‌شویم	V$شد+MI IMP 2SG PRO1SG#MI IND PRES 1PL*شست+MI IND PRES 1SG#MI IMP 2SG PRO1SG#MI IND PRES 1PL
می‌شویند	V$شست+MI IND PRES 3PL
می‌شویی	V$شد+MI SUB IRR 2SG*شست+MI SUB IRR 2SG#MI IND PRES 2SG
می‌شکافت	V$شکافت+MI IND PAST 3SG#MI IMP 2SG PRO2SG
می‌شکافد	V$شکافت+MI IND PRES 3SG
می‌شکافم	V$شکافت+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌شکافی	V$شکافت+MI IND PRES 2SG
می‌شکرد	V$اشکرد+MI IND PRES 3SG#MI IND PAST 3SG*شکرد+MI IND PRES 3SG#MI IND PAST 3SG
می‌شکست	V$شکست+MI IND PAST 3SG*اشکست+MI IND PAST 3SG
می‌شکستش	V$شکست+MI IND PAST 3SG PRO3SG*اشکست+MI IND PAST 3SG PRO3SG
می‌شکستشان	V$شکست+MI IND PAST 3SG PRO3PL*اشکست+MI IND PAST 3SG PRO3PL
می‌شکستم	V$شکست+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG*اشکست+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG
می‌شکستند	V$شکست+MI IND PAST 3PL*اشکست+MI IND PAST 3PL
می‌شکستندی	V$شکست+MI SUB IRRP 3PL*اشکست+MI SUB IRRP 3PL
می‌شکستی	V$شکست+MI IND PAST 2SG#MI SUB IRRP 3SG*اشکست+MI IND PAST 2SG#MI SUB IRRP 3SG
می‌شکفت	V$شکفت+MI IND PAST 3SG#MI IMP 2SG PRO2SG
می‌شکفتم	V$شکفت+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG
می‌شکفتیم	V$شکفت+MI IND PAST 1PL
می‌شکفد	V$شکفت+MI IND PRES 3SG
می‌شکن	V$شکست+MI IMP 2SG*اشکست+MI IMP 2SG
می‌شکند	V$شکست+MI IND PRES 3SG*اشکست+MI IND PRES 3SG
می‌شکنم	V$شکست+MI IND PRES 1SG#MI IMP 2SG PRO1SG*اشکست+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌شکنند	V$شکست+MI IND PRES 3PL*اشکست+MI IND PRES 3PL
می‌شکنندش	V$شکست+MI IND PRES 3PL PRO3SG*اشکست+MI IND PRES 3PL PRO3SG
می‌شکنی	V$شکست+MI IND PRES 2SG*اشکست+MI IND PRES 2SG
می‌طلب	V$طلبید+MI IMP 2SG
می‌طلبد	V$طلبید+MI IND PRES 3SG
می‌طلبم	V$طلبید+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌طلبند	V$طلبید+MI IND PRES 3PL
می‌طلبی	V$طلبید+MI IND PRES 2SG
می‌طلبید	V$طلبید+MI IMP 2PL#MI IND PRES 2PL#MI IND PAST 3SG
می‌طلبیدم	V$طلبید+MI IND PAST 1SG#MI IND PRES 2PL PRO1SG#MI IMP 2PL PRO1SG#MI IND PAST 3SG PRO1SG
می‌طلبیدند	V$طلبید+MI IND PAST 3PL
می‌طلبیدیم	V$طلبید+MI IND PAST 1PL
می‌طلبیم	V$طلبید+MI IND PRES 1PL
می‌طپد	V$طپید+MI IND PRES 3SG
می‌طپم	V$طپید+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌طپند	V$طپید+MI IND PRES 3PL
می‌طپید	V$طپید+MI IMP 2PL#MI IND PRES 2PL#MI IND PAST 3SG
می‌طپیدم	V$طپید+MI IND PAST 1SG#MI IND PRES 2PL PRO1SG#MI IMP 2PL PRO1SG#MI IND PAST 3SG PRO1SG
می‌طپیم	V$طپید+MI IND PRES 1PL
می‌غرد	V$غرید+MI IND PRES 3SG
می‌غری	V$غرید+MI IND PRES 2SG
می‌غرید	V$غرید+MI IMP 2PL#MI IND PRES 2PL#MI IND PAST 3SG
می‌غلتد	V$غلتید+MI IND PRES 3SG
می‌غلتم	V$غلتید+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌غلتید	V$غلتید+MI IMP 2PL#MI IND PRES 2PL#MI IND PAST 3SG
می‌غلط	V$غلطید+MI IMP 2SG
می‌غلطم	V$غلطید+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌غلطید	V$غلطید+MI IMP 2PL#MI IND PRES 2PL#MI IND PAST 3SG
می‌غنود	V$غنود+MI IND PRES 3SG#MI IND PAST 3SG
می‌غنوم	V$غنود+MI IND PRES 1SG
می‌فتاد	V$افتاد+MI SUB PRES 3SG#MI IND PAST 3SG*افتید+MI SUB PRES 3SG
می‌فتادستی	V$افتاد+MI IND 2SG PERF2
می‌فتادم	V$افتاد+MI SUB PRES 3SG PRO1SG#MI IND PAST 1SG#MI IND PAST 3SG PRO1SG*افتید+MI SUB PRES 3SG PRO1SG
می‌فتادند	V$افتاد+MI IND PAST 3PL
می‌فتادندی	V$افتاد+MI SUB IRRP 3PL
می‌فتادی	V$افتاد+MI IND PAST 2SG#MI SUB IRRP 3SG
می‌فتد	V$افتاد+MI IND PRES 3SG*افتید+MI IND PRES 3SG
می‌فتم	V$افتاد+MI IND PRES 1SG#MI IMP 2SG PRO1SG*افتید+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌فتی	V$افتاد+MI IND PRES 2SG*افتید+MI IND PRES 2SG
می‌فتید	V$افتاد+MI IMP 2PL#MI IND PRES 2PL*افتید+MI IMP 2PL#MI IND PRES 2PL#MI IND PAST 3SG
می‌فراز	V$افراشت+MI IMP 2SG*افراخت+MI IMP 2SG*افرازید+MI IMP 2SG*فراخت+MI IMP 2SG
می‌فرازد	V$افراشت+MI IND PRES 3SG*افراخت+MI IND PRES 3SG*افرازید+MI IND PRES 3SG*فراخت+MI IND PRES 3SG
می‌فراشت	V$افراشت+MI IND PAST 3SG
می‌فرست	V$فرستاد+MI IMP 2SG
می‌فرستاد	V$فرستاد+MI SUB PRES 3SG#MI IND PAST 3SG
می‌فرستادش	V$فرستاد+MI IND PAST 3SG PRO3SG#MI SUB PRES 3SG PRO3SG
می‌فرستادم	V$فرستاد+MI SUB PRES 3SG PRO1SG#MI IND PAST 1SG#MI IND PAST 3SG PRO1SG
می‌فرستاده‌اند	V$فرستاد+MI IND 3PL PERF
می‌فرستد	V$فرستاد+MI IND PRES 3SG
می‌فرستم	V$فرستاد+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌فرستمت	V$فرستاد+MI IND PRES 1SG PRO2SG
می‌فرستمتان	V$فرستاد+MI IND PRES 1SG PRO2PL
می‌فرستند	V$فرستاد+MI IND PRES 3PL
می‌فرستی	V$فرستاد+MI IND PRES 2SG
می‌فرمای	V$فرمود+MI IMP 2SG#MI IND PRES 2SG
می‌فرماید	V$فرمود+MI IMP 2PL#MI IND PRES 2PL#MI IND PRES 3SG
می‌فرمایدت	V$فرمود+MI IND PRES 2PL PRO2SG#MI IND PRES 3SG PRO2SG#MI IMP 2PL PRO2SG
می‌فرمایدم	V$فرمود+MI IND PRES 2PL PRO1SG#MI IND PRES 3SG PRO1SG#MI IMP 2PL PRO1SG
می‌فرمایند	V$فرمود+MI IND PRES 3PL
می‌فرمایی	V$فرمود+MI SUB IRR 2SG#MI IND PRES 2SG
می‌فرمود	V$فرمود+MI IND PAST 3SG
می‌فروخت	V$فروخت+MI IND PAST 3SG*افروخت+MI IND PAST 3SG
می‌فروخورد	V$فروخورد+MI IND PRES 3SG#MI IND PAST 3SG
می‌فروزد	V$فروخت+MI IND PRES 3SG*افروزید+MI IND PRES 3SG*افروخت+MI IND PRES 3SG
می‌فروزم	V$فروخت+MI IND PRES 1SG#MI IMP 2SG PRO1SG*افروزید+MI IND PRES 1SG#MI IMP 2SG PRO1SG*افروخت+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌فروزی	V$فروخت+MI IND PRES 2SG*افروزید+MI IND PRES 2SG*افروخت+MI IND PRES 2SG
می‌فروزیدش	V$فروخت+MI IMP 2PL PRO3SG#MI IND PRES 2PL PRO3SG*افروزید+MI IMP 2PL PRO3SG#MI IND PAST 3SG PRO3SG#MI IND PRES 2PL PRO3SG*افروخت+MI IMP 2PL PRO3SG#MI IND PRES 2PL PRO3SG
می‌فروش	V$فروخت+MI IMP 2SG
می‌فروشت	V$فروخت+MI IMP 2SG PRO2SG
می‌فروشد	V$فروخت+MI IND PRES 3SG
می‌فروشم	V$فروخت+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌فروشند	V$فروخت+MI IND PRES 3PL
می‌فروشی	V$فروخت+MI IND PRES 2SG
می‌فروشیم	V$فروخت+MI IND PRES 1PL
می‌فریباند	V$فریفت+MI SUB PRES 3PL
می‌فریبد	V$فریفت+MI IND PRES 3SG
می‌فریبم	V$فریفت+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌فریبندم	V$فریفت+MI IND PRES 3PL PRO1SG
می‌فریبی	V$فریفت+MI IND PRES 2SG
می‌فریفت	V$فریفت+MI IND PAST 3SG
می‌فزاید	V$فزود+MI IMP 2PL#MI IND PRES 2PL#MI IND PRES 3SG*افزایید+MI IMP 2PL#MI IND PRES 2PL#MI IND PRES 3SG*افزود+MI IMP 2PL#MI IND PRES 2PL#MI IND PRES 3SG
می‌فزایند	V$فزود+MI IND PRES 3PL*افزایید+MI IND PRES 3PL*افزود+MI IND PRES 3PL
می‌فزایی	V$فزود+MI SUB IRR 2SG#MI IND PRES 2SG*افزایید+MI SUB IRR 2SG#MI IND PRES 2SG*افزود+MI SUB IRR 2SG#MI IND PRES 2SG
می‌فزایید	V$فزود+MI IMP 2PL#MI IND PRES 2PL*افزایید+MI IMP 2PL#MI IND PRES 2PL#MI IND PAST 3SG*افزود+MI IMP 2PL#MI IND PRES 2PL
می‌فزاییم	V$فزود+MI IMP 2SG PRO1SG#MI IND PRES 2SG PRO1SG#MI IND PRES 1PL*افزایید+MI IMP 2SG PRO1SG#MI IND PRES 2SG PRO1SG#MI IND PRES 1PL*افزود+MI IMP 2SG PRO1SG#MI IND PRES 2SG PRO1SG#MI IND PRES 1PL
می‌فزود	V$فزود+MI IND PAST 3SG*افزود+MI IND PAST 3SG
می‌فزودش	V$فزود+MI IND PAST 3SG PRO3SG*افزود+MI IND PAST 3SG PRO3SG
می‌فزودند	V$فزود+MI IND PAST 3PL*افزود+MI IND PAST 3PL
می‌فزودی	V$فزود+MI IND PAST 2SG#MI SUB IRRP 3SG*افزود+MI IND PAST 2SG#MI SUB IRRP 3SG
می‌فسرد	V$افسرد+MI IND PRES 3SG#MI IND PAST 3SG
می‌فشار	V$افشارد+MI IMP 2SG*فشرد+MI IMP 2SG
می‌فشارد	V$افشارد+MI IND PRES 3SG#MI IND PAST 3SG*فشرد+MI IND PRES 3SG
می‌فشارم	V$افشارد+MI IND PRES 1SG#MI IMP 2SG PRO1SG*فشرد+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌فشاری	V$افشارد+MI IND PRES 2SG*فشرد+MI IND PRES 2SG
می‌فشان	V$افشاند+MI IMP 2SG*فشاند+MI IMP 2SG
می‌فشاند	V$افشاند+MI IND PRES 3SG#MI IND PAST 3SG*فشاند+MI IND PRES 3SG#MI IND PAST 3SG
می‌فشاندست	V$افشاند+MI IND 3SG PERF*فشاند+MI IND 3SG PERF
می‌فشاندم	V$افشاند+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG#MI IND PRES 3SG PRO1SG*فشاند+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG#MI IND PRES 3SG PRO1SG
می‌فشاندند	V$افشاند+MI IND PAST 3PL*فشاند+MI IND PAST 3PL
می‌فشاندی	V$افشاند+MI IND PAST 2SG#MI SUB IRRP 3SG#MI SUB IRR 3SG*فشاند+MI IND PAST 2SG#MI SUB IRRP 3SG#MI SUB IRR 3SG
می‌فشانم	V$افشاند+MI IND PRES 1SG#MI IMP 2SG PRO1SG*فشاند+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌فشانمت	V$افشاند+MI IND PRES 1SG PRO2SG*فشاند+MI IND PRES 1SG PRO2SG
می‌فشانند	V$افشاند+MI IND PRES 3PL*فشاند+MI IND PRES 3PL
می‌فشانی	V$افشاند+MI IND PRES 2SG*فشاند+MI IND PRES 2SG
می‌فشرد	V$افشرد+MI IND PRES 3SG#MI IND PAST 3SG*فشرد+MI IND PAST 3SG
می‌فشردم	V$افشرد+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG#MI IND PRES 3SG PRO1SG*فشرد+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG
می‌فشردند	V$افشرد+MI IND PAST 3PL*فشرد+MI IND PAST 3PL
می‌فهمم	V$فهمید+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌فهمند	V$فهمید+MI IND PRES 3PL
می‌فکن	V$افکند+MI IMP 2SG
می‌فکند	V$افکند+MI IND PRES 3SG#MI IND PAST 3SG
می‌فکندش	V$افکند+MI IND PRES 3SG PRO3SG#MI IND PAST 3SG PRO3SG
می‌فکندم	V$افکند+MI IND PAST 1SG#MI IND PAST 3SG PRO1SG#MI IND PRES 3SG PRO1SG
می‌فکندند	V$افکند+MI IND PAST 3PL
می‌فکندی	V$افکند+MI IND PAST 2SG#MI SUB IRRP 3SG#MI SUB IRR 3SG
می‌فکنم	V$افکند+MI IND PRES 1SG#MI IMP 2SG PRO1SG
می‌فکنی	V$افکند+MI IND PRES 2SG
می‌لافد	V$لافید+MI IND PRES 3SG
می‌لافند	V$لافید+MI IND PRES 3PL
می‌لافی	V$لافید+MI IND PRES 2SG
می‌لافید	V$لافید+MI IMP 2PL#MI IND PRES 2PL#MI IND PAST 3SG
می‌لرز	V$لرزید+MI IMP 2SG*ارزید+MI IMP 2SG
می‌لرزاندت	V$لرزید+MI SUB PRES 3PL PRO2SG*ارزید+MI SUB PRES 3PL PRO2SG*لرزاند+MI IND PAST 3SG PRO2SG#MI IND PRES 3SG PRO2SG
